"STATION","DATE","AWND","DAEV","DAPR","DASF","EVAP","FMTM","MDEV","MDPR","MDSF","MNPN","MXPN","PGTM","PRCP","SN32","SN52","SNOW","SNWD","SX32","SX52","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WDMV","WESD","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USC00115110","2003-02-25",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-02-26",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-02-27",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-02-28",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-01",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-02",,,,,,,,,,,,,"0.02",,,"0.3","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-03",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-04",,,,,,,,,,,,,"0.10",,,"1.5","2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-05",,,,,,,,,,,,,"0.42",,,"5.0","7.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-06",,,,,,,,,,,,,"0.05",,,"1.0","6.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-07",,,,,,,,,,,,,"0.00",,,"0.0","5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-08",,,,,,,,,,,,,"0.00",,,"0.0","5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-09",,,,,,,,,,,,,"0.00",,,"0.0","4.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-10",,,,,,,,,,,,,"0.00",,,"0.0","3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-11",,,,,,,,,,,,,"0.00",,,"0.0","2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-12",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-13",,,,,,,,,,,,,"0.09",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-14",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-15",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-16",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-17",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-18",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-19",,,,,,,,,,,,,"0.03",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-20",,,,,,,,,,,,,"0.18",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-21",,,,,,,,,,,,,"0.19",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-22",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-23",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-24",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-25",,,,,,,,,,,,,"0.07",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-26",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-27",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-28",,,,,,,,,,,,,"0.17",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-29",,,,,,,,,,,,,"0.28",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-30",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-03-31",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-01",,,,,,,,,,,,,"0.02",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-02",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-03",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-04",,,,,,,,,,,,,"0.81",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-05",,,,,,,,,,,,,"0.80",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-06",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-07",,,,,,,,,,,,,"0.39",,,"2.0","2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-08",,,,,,,,,,,,,"0.00",,,"0.0","1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-09",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-10",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-11",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-12",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-13",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-14",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-15",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-16",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-17",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-18",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-19",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-20",,,,,,,,,,,,,"0.08",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-21",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-22",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-23",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-24",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-25",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-26",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-27",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-28",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-29",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-04-30",,,,,,,,,,,,,"0.62",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-01",,,,,,,,,,,,,"1.38",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-02",,,,,,,,,,,,,"0.51",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-03",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-04",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-05",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-06",,,,,,,,,,,,,"1.12",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-07",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-08",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-09",,,,,,,,,,,,,"1.20",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-10",,,,,,,,,,,,,"0.21",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-11",,,,,,,,,,,,,"0.49",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-12",,,,,,,,,,,,,"0.05",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-13",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-14",,,,,,,,,,,,,"0.04",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-15",,,,,,,,,,,,,"0.20",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-16",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-17",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-18",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-19",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-20",,,,,,,,,,,,,"0.92",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-21",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-22",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-23",,,,,,,,,,,,,"0.05",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-24",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-25",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-26",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-27",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-28",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-29",,,,,,,,,,,,,"0.23",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-30",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-05-31",,,,,,,,,,,,,"0.39",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-01",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-02",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-03",,,,,,,,,,,,,"0.42",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-04",,,,,,,,,,,,,"0.03",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-05",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-06",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-07",,,,,,,,,,,,,"0.11",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-08",,,,,,,,,,,,,"0.05",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-09",,,,,,,,,,,,,"0.23",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-10",,,,,,,,,,,,,"0.03",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-11",,,,,,,,,,,,,"0.05",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-12",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-13",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-14",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-15",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-16",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-17",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-18",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-19",,,,,,,,,,,,,"0.47",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-20",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-21",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-22",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-23",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-24",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-25",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-26",,,,,,,,,,,,,"0.11",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-27",,,,,,,,,,,,,"0.09",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-28",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-29",,,,,,,,,,,,,"0.05",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-06-30",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-01",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-02",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-03",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-04",,,,,,,,,,,,,"0.01",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-05",,,,,,,,,,,,,"0.68",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-06",,,,,,,,,,,,,"0.27",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-07",,,,,,,,,,,,,"0.25",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-08",,,,,,,,,,,,,"0.85",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-09",,,,,,,,,,,,,"0.38",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-10",,,,,,,,,,,,,"0.19",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-11",,,,,,,,,,,,,"0.12",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-12",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-13",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-14",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-15",,,,,,,,,,,,,"1.36",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-16",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-17",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-18",,,,,,,,,,,,,"1.57",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-19",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-20",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-21",,,,,,,,,,,,,"1.17",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-22",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-23",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-24",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-25",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-26",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-27",,,,,,,,,,,,,"0.65",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-28",,,,,,,,,,,,,"0.16",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-29",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-30",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-07-31",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-01",,,,,,,,,,,,,"0.05",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-02",,,,,,,,,,,,,"0.95",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-03",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-04",,,,,,,,,,,,,"0.42",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-05",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-06",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-07",,,,,,,,,,,,,"0.41",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-08",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-09",,,,,,,,,,,,,"0.21",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-10",,,,,,,,,,,,,"0.02",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-11",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-12",,,,,,,,,,,,,"0.33",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-13",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-14",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-15",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-16",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-17",,,,,,,,,,,,,"0.13",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-18",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-19",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-20",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00115110","2003-08-21",,,,,,,,,,,,,"0.00",,,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
